event_id,index,match_id,frame_start,frame_end,time_start,time_end,minute_start,second_start,duration,period,attacking_side_id,attacking_side,event_type_id,event_type,event_subtype_id,event_subtype,player_id,player_name,player_position_id,player_position,player_in_possession_id,player_in_possession_name,player_in_possession_position_id,player_in_possession_position,team_id,team_shortname,x_start,y_start,channel_id_start,channel_start,third_id_start,third_start,penalty_area_start,x_end,y_end,channel_id_end,channel_end,third_id_end,third_end,penalty_area_end,associated_player_possession_event_id,associated_player_possession_frame_start,associated_off_ball_run_event_id,associated_off_ball_run_subtype_id,associated_off_ball_run_subtype,game_state_id,game_state,team_score,opponent_team_score,phase_index,player_possession_phase_index,first_player_possession_in_team_possession,last_player_possession_in_team_possession,lead_to_different_phase,issued_from_different_phase,n_player_possessions_in_phase,team_possession_loss_in_phase,team_in_possession_phase_type_id,team_in_possession_phase_type,team_out_of_possession_phase_type_id,team_out_of_possession_phase_type,current_team_in_possession_next_phase_type_id,current_team_in_possession_next_phase_type,current_team_out_of_possession_next_phase_type_id,current_team_out_of_possession_next_phase_type,current_team_in_possession_previous_phase_type_id,current_team_in_possession_previous_phase_type,current_team_out_of_possession_previous_phase_type_id,current_team_out_of_possession_previous_phase_type,game_interruption_before_id,game_interruption_before,game_interruption_after_id,game_interruption_after,lead_to_shot,lead_to_goal,distance_covered,trajectory_angle,trajectory_direction_id,trajectory_direction,in_to_out,out_to_in,speed_avg,speed_avg_band_id,speed_avg_band,separation_start,separation_end,separation_gain,last_defensive_line_x_start,last_defensive_line_x_end,delta_to_last_defensive_line_start,delta_to_last_defensive_line_end,delta_to_last_defensive_line_gain,last_defensive_line_height_start,last_defensive_line_height_end,last_defensive_line_height_gain,inside_defensive_shape_start,inside_defensive_shape_end,start_type_id,start_type,end_type_id,end_type,one_touch,quick_pass,carry,forward_momentum,is_header,hand_pass,initiate_give_and_go,pass_angle_received,pass_direction_received_id,pass_direction_received,pass_distance_received,pass_range_received_id,pass_range_received,pass_outcome_id,pass_outcome,targeted_passing_option_event_id,high_pass,player_targeted_id,player_targeted_name,player_targeted_position_id,player_targeted_position,player_targeted_x_pass,player_targeted_y_pass,player_targeted_channel_pass_id,player_targeted_channel_pass,player_targeted_third_pass_id,player_targeted_third_pass,player_targeted_penalty_area_pass,player_targeted_x_reception,player_targeted_y_reception,player_targeted_channel_reception_id,player_targeted_channel_reception,player_targeted_third_reception_id,player_targeted_third_reception,player_targeted_penalty_area_reception,player_targeted_xpass_completion,player_targeted_difficult_pass_target,player_targeted_xthreat,player_targeted_dangerous,n_passing_options,n_off_ball_runs,n_passing_options_line_break,n_passing_options_first_line_break,n_passing_options_second_last_line_break,n_passing_options_last_line_break,n_passing_options_ahead,n_passing_options_dangerous_difficult,n_passing_options_dangerous_not_difficult,n_passing_options_not_dangerous_not_difficult,n_passing_options_not_dangerous_difficult,n_passing_options_at_start,n_passing_options_at_end,n_passing_options_ahead_at_start,n_passing_options_ahead_at_end,n_teammates_ahead_end,n_teammates_ahead_start,organised_defense,defensive_structure,n_defensive_lines,first_line_break,first_line_break_type_id,first_line_break_type,second_last_line_break,second_last_line_break_type_id,second_last_line_break_type,last_line_break,last_line_break_type_id,last_line_break_type,furthest_line_break_id,furthest_line_break,furthest_line_break_type_id,furthest_line_break_type,interplayer_distance,interplayer_distance_range_id,interplayer_distance_range,interplayer_angle,interplayer_direction_id,interplayer_direction,pass_distance,pass_range_id,pass_range,pass_angle,pass_direction_id,pass_direction,pass_ahead,n_opponents_ahead_player_in_possession_pass_moment,n_opponents_ahead_pass_reception,n_opponents_bypassed,location_to_player_in_possession_id_start,location_to_player_in_possession_start,location_to_player_in_possession_id_end,location_to_player_in_possession_end,distance_to_player_in_possession_start,distance_to_player_in_possession_end,player_in_possession_x_start,player_in_possession_y_start,player_in_possession_channel_id_start,player_in_possession_channel_start,player_in_possession_third_id_start,player_in_possession_third_start,player_in_possession_penalty_area_start,player_in_possession_x_end,player_in_possession_y_end,player_in_possession_channel_id_end,player_in_possession_channel_end,player_in_possession_third_id_end,player_in_possession_third_end,player_in_possession_penalty_area_end,targeted,received,received_in_space,dangerous,difficult_pass_target,xthreat,xpass_completion,passing_option_score,predicted_passing_option,peak_passing_option_frame,passing_option_at_player_possession_start,n_simultaneous_runs,give_and_go,intended_run_behind,push_defensive_line,break_defensive_line,passing_option_at_start,n_simultaneous_passing_options,passing_option_at_pass_moment,n_opponents_ahead_end,n_opponents_ahead_start,n_opponents_overtaken,is_player_possession_start_matched,is_player_possession_end_matched,is_previous_pass_matched,is_pass_reception_matched,fully_extrapolated
8_191,768,130560,14175,14202,23:31.5,23:34.2,23,31,2.7,1,2,right_to_left,8,player_possession,,,6551,N. Sarr,5,CB,,,,,309,Huddersfield,-41.4,15.08,2,half_space_left,1,defensive_third,False,-40.17,16.06,2,half_space_left,1,defensive_third,False,,,,,,3,drawing,0,0,97,2,False,False,True,False,2,False,0,build_up,10,high_block,1,create,9,medium_block,1,create,9,medium_block,,,,,False,False,1.82,38.55,1,forward,,,2.62,1,jogging,11.93,11.38,-0.55,4.92,4.57,46.32,44.74,-1.58,47.58,47.93,0.35,False,False,1,pass_reception,1,pass,False,False,False,False,False,False,False,83.69,3,sideway_left,12.27,1,short,1,successful,7_493,True,12271,D. Ward,19,CF,-0.81,9.6,2,half_space_left,2,middle_third,False,-4.71,19.24,2,half_space_left,2,middle_third,False,0.6319,True,0.0018,False,3,1,3,2,1,0,3,0,0,2,1,1,3,1,3,9,9,True,532,3,True,,,True,,,False,,,2,second_last,2,around,39.89,3,long,-9.32,1,forward,34.59,3,long,-8.91,1,forward,True,10,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,0,True,True,True,True,False
7_491,769,130560,14175,14202,23:31.5,23:34.2,23,31,2.7,1,2,right_to_left,7,passing_option,,,61779,L. Colwill,4,LCB,6551,N. Sarr,5,CB,309,Huddersfield,-25.97,32.86,1,wide_left,1,defensive_third,False,-23.27,29.77,1,wide_left,1,defensive_third,False,8_191,14175,1_86,8,run_ahead_of_the_ball,3,drawing,0,0,97,,,,,,,,0,build_up,10,high_block,,,,,,,,,,,,,False,False,5.61,-48.85,4,sideway_right,False,False,8.2,1,jogging,13.69,10.41,-3.27,4.92,4.57,30.89,27.84,-3.05,47.58,47.93,0.35,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,532,3,True,1,through,False,,,False,,,1,first,1,through,21.83,2,medium,40.82,1,forward,,,,,,,True,10,8,2,3,ahead,3,ahead,23.54,21.76,-41.4,15.08,2,half_space_left,1,defensive_third,False,-40.17,16.06,2,half_space_left,1,defensive_third,False,False,False,,False,False,0.0006,0.689,0.7612,True,14200,True,,,,,,,2,True,,,,True,True,,,False
7_492,770,130560,14182,14202,23:32.2,23:34.2,23,32,2.0,1,2,right_to_left,7,passing_option,,,24580,L. O'Brien,12,LM,6551,N. Sarr,5,CB,309,Huddersfield,-18.3,15.34,2,half_space_left,1,defensive_third,False,-25.2,12.81,2,half_space_left,1,defensive_third,False,8_191,14175,,,,3,drawing,0,0,97,,,,,,,,0,build_up,10,high_block,,,,,,,,,,,,,False,False,7.37,-159.86,2,backward,False,False,13.97,1,jogging,2.89,6.55,3.67,4.83,4.57,23.13,29.77,6.64,47.67,47.93,0.26,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,532,3,True,1,through,False,,,False,,,1,first,1,through,20.81,2,medium,-3.22,1,forward,,,,,,,True,10,7,3,3,ahead,3,ahead,23.07,15.32,-41.37,15.51,2,half_space_left,1,defensive_third,False,-40.17,16.06,2,half_space_left,1,defensive_third,False,False,False,,False,False,0.0004,0.9678,0.7074,True,14189,False,,,,,,,2,True,,,,True,True,,,False
7_493,771,130560,14200,14202,23:34.0,23:34.2,23,34,0.2,1,2,right_to_left,7,passing_option,,,12271,D. Ward,19,CF,6551,N. Sarr,5,CB,309,Huddersfield,-0.63,9.44,2,half_space_left,2,middle_third,False,-0.81,9.6,2,half_space_left,2,middle_third,False,8_191,14175,,,,3,drawing,0,0,97,,,,,,,,0,build_up,10,high_block,,,,,,,,,,,,,False,False,0.44,142.93,2,backward,False,False,,,,5.56,7.34,1.78,4.61,4.57,5.24,5.38,0.14,47.89,47.93,0.04,True,True,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,532,3,True,1,through,True,2,around,False,,,2,second_last,2,around,39.89,3,long,-9.32,1,forward,34.59,3,long,-8.91,1,forward,True,10,4,6,3,ahead,3,ahead,40.37,39.89,-40.45,16.07,2,half_space_left,1,defensive_third,False,-40.17,16.06,2,half_space_left,1,defensive_third,False,True,True,True,False,True,0.0018,0.6319,0.6196,True,14202,False,,,,,,,2,True,,,,True,True,,True,True
1_86,772,130560,14200,14212,23:34.0,23:35.2,23,34,1.2,1,2,right_to_left,1,off_ball_run,8,run_ahead_of_the_ball,61779,L. Colwill,4,LCB,6551,N. Sarr,5,CB,309,Huddersfield,-23.93,30.34,1,wide_left,1,defensive_third,False,-19.54,27.18,1,wide_left,1,defensive_third,False,8_191,14175,,,,3,drawing,0,0,97,,,,,,,,0,build_up,10,high_block,,,,,,,,,,,,,False,False,5.42,-35.75,1,forward,False,False,16.17,2,running,10.4,11.9,1.49,4.61,5.23,28.54,24.77,-3.77,47.89,47.27,-0.62,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,ahead,3,ahead,21.83,22.5,-40.45,16.07,2,half_space_left,1,defensive_third,False,-38.81,15.56,2,half_space_left,1,defensive_third,False,False,False,,False,False,0.0006,0.689,0.7612,True,,True,0,False,,,,True,,,7,8,1,True,True,,,
8_192,773,130560,14227,14227,23:36.7,23:36.7,23,36,0.0,1,2,right_to_left,8,player_possession,,,12271,D. Ward,19,CF,,,,,309,Huddersfield,-4.86,19.86,2,half_space_left,2,middle_third,False,-4.86,19.86,2,half_space_left,2,middle_third,False,,,,,,3,drawing,0,0,98,1,False,False,False,True,4,False,1,create,9,medium_block,1,create,9,medium_block,0,build_up,10,high_block,,,,,False,False,0.0,105.27,3,sideway_left,,,23.47,3,hsr,7.51,7.51,0.0,6.7,6.7,11.56,11.56,0.0,45.8,45.8,0.0,True,True,1,pass_reception,1,pass,True,False,False,False,False,False,True,-8.91,1,forward,34.59,3,long,1,successful,7_496,False,61779,L. Colwill,4,LCB,-15.07,26.46,1,wide_left,2,middle_third,False,-13.39,27.66,1,wide_left,2,middle_third,False,0.9587,False,0.0005,False,3,0,0,0,0,0,2,0,0,1,2,,,,,2,2,False,,,,,,,,,,,,,,,,12.16,1,short,147.12,2,backward,10.52,1,short,178.48,2,backward,False,4,7,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,0,True,True,True,True,False
7_494,774,130560,14227,14227,23:36.7,23:36.7,23,36,0.0,1,2,right_to_left,7,passing_option,,,26649,H. Toffolo,3,LWB,12271,D. Ward,19,CF,309,Huddersfield,5.28,27.32,1,wide_left,2,middle_third,False,5.28,27.32,1,wide_left,2,middle_third,False,8_192,14227,,,,3,drawing,0,0,98,,,,,,,,1,create,9,medium_block,,,,,,,,,,,,,False,False,0.0,-13.55,1,forward,False,False,,,,4.28,4.28,0.0,6.7,6.7,1.42,1.42,0.0,45.8,45.8,0.0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,12.59,1,short,36.34,1,forward,,,,,,,True,4,2,2,3,ahead,3,ahead,12.59,12.59,-4.86,19.86,2,half_space_left,2,middle_third,False,-4.86,19.86,2,half_space_left,2,middle_third,False,False,False,,False,True,0.0057,0.5584,0.8314,True,14227,True,,,,,,,2,True,,,,True,True,,,True
7_495,775,130560,14227,14227,23:36.7,23:36.7,23,36,0.0,1,2,right_to_left,7,passing_option,,,37376,S. Thomas,18,LF,12271,D. Ward,19,CF,309,Huddersfield,7.12,27.33,1,wide_left,2,middle_third,False,7.12,27.33,1,wide_left,2,middle_third,False,8_192,14227,,,,3,drawing,0,0,98,,,,,,,,1,create,9,medium_block,,,,,,,,,,,,,False,False,0.0,51.34,3,sideway_left,False,False,,,,4.7,4.7,0.0,6.7,6.7,-0.42,-0.42,0.0,45.8,45.8,0.0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,14.12,1,short,31.95,1,forward,,,,,,,True,4,0,4,3,ahead,3,ahead,14.12,14.12,-4.86,19.86,2,half_space_left,2,middle_third,False,-4.86,19.86,2,half_space_left,2,middle_third,False,False,False,,False,True,0.0042,0.6241,0.7651,True,14227,True,,,,,,,2,True,,,,True,True,,,True
7_496,776,130560,14227,14227,23:36.7,23:36.7,23,36,0.0,1,2,right_to_left,7,passing_option,,,61779,L. Colwill,4,LCB,12271,D. Ward,19,CF,309,Huddersfield,-15.07,26.46,1,wide_left,2,middle_third,False,-15.07,26.46,1,wide_left,2,middle_third,False,8_192,14227,,,,3,drawing,0,0,98,,,,,,,,1,create,9,medium_block,,,,,,,,,,,,,False,False,0.0,15.0,1,forward,False,False,8.44,1,jogging,10.7,10.05,-0.65,6.7,6.7,21.77,21.77,0.0,45.8,45.8,0.0,True,True,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,12.16,1,short,147.12,2,backward,10.52,1,short,178.48,2,backward,False,4,7,-3,1,behind,1,behind,12.16,12.16,-4.86,19.86,2,half_space_left,2,middle_third,False,-4.86,19.86,2,half_space_left,2,middle_third,False,True,True,True,False,False,0.0005,0.9587,0.9607,True,14227,True,,,,,,,2,True,,,,True,True,,True,False
1_87,777,130560,14228,14245,23:36.8,23:38.5,23,36,1.7,1,2,right_to_left,1,off_ball_run,7,pulling_wide,12271,D. Ward,19,CF,61779,L. Colwill,4,LCB,309,Huddersfield,-4.99,20.47,1,wide_left,2,middle_third,False,-3.61,29.43,1,wide_left,2,middle_third,False,8_193,14238,,,,3,drawing,0,0,98,,,,,,,,1,create,9,medium_block,,,,,,,,,,,,,False,False,8.76,81.24,3,sideway_left,False,False,19.37,2,running,7.67,7.47,-0.2,6.87,10.36,11.86,13.97,2.11,45.63,42.14,-3.49,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,ahead,3,ahead,11.6,8.7,-14.87,26.55,1,wide_left,2,middle_third,False,-12.27,28.65,1,wide_left,2,middle_third,False,True,True,True,False,False,0.0006,0.9854,0.9552,True,,True,0,True,,,,True,,,5,4,-1,True,True,,True,
8_193,778,130560,14238,14253,23:37.8,23:39.3,23,37,1.5,1,2,right_to_left,8,player_possession,,,61779,L. Colwill,4,LCB,,,,,309,Huddersfield,-13.39,27.66,1,wide_left,2,middle_third,False,-10.41,29.6,1,wide_left,2,middle_third,False,,,,,,3,drawing,0,0,98,2,False,False,False,False,4,False,1,create,9,medium_block,1,create,9,medium_block,0,build_up,10,high_block,,,,,False,False,3.35,33.06,1,forward,False,False,8.53,1,jogging,10.05,9.61,-0.44,8.94,12.0,22.33,22.41,0.08,43.56,40.5,-3.06,False,False,1,pass_reception,1,pass,False,False,True,False,False,False,False,178.48,2,backward,10.52,1,short,1,successful,7_498,False,12271,D. Ward,19,CF,-3.19,31.79,1,wide_left,2,middle_third,False,-2.92,32.77,1,wide_left,2,middle_third,False,0.9854,False,0.0006,False,4,1,1,0,0,1,3,0,0,4,0,3,4,3,3,5,4,True,523,3,False,,,False,,,False,,,,,,,7.54,1,short,16.87,1,forward,6.46,1,short,11.34,1,forward,True,7,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,0,True,True,True,True,False
7_497,779,130560,14238,14252,23:37.8,23:39.2,23,37,1.4,1,2,right_to_left,7,passing_option,,,37376,S. Thomas,18,LF,61779,L. Colwill,4,LCB,309,Huddersfield,8.55,28.79,1,wide_left,2,middle_third,False,10.6,30.4,1,wide_left,2,middle_third,False,8_193,14238,,,,3,drawing,0,0,98,,,,,,,,1,create,9,medium_block,,,,,,,,,,,,,False,False,2.61,38.14,1,forward,False,False,,,,5.01,3.95,-1.06,8.94,11.8,0.39,1.2,0.81,43.56,40.7,-2.86,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,22.0,2,medium,2.92,1,forward,,,,,,,True,7,1,6,3,ahead,3,ahead,21.97,21.24,-13.39,27.66,1,wide_left,2,middle_third,False,-10.62,29.49,1,wide_left,2,middle_third,False,False,False,,False,False,0.0027,0.6826,0.8192,True,14239,True,,,,,,,3,True,,,,True,True,,,True
7_498,780,130560,14238,14253,23:37.8,23:39.3,23,37,1.5,1,2,right_to_left,7,passing_option,,,12271,D. Ward,19,CF,61779,L. Colwill,4,LCB,309,Huddersfield,-4.55,26.18,1,wide_left,2,middle_third,False,-3.19,31.79,1,wide_left,2,middle_third,False,8_193,14238,1_87,7,pulling_wide,3,drawing,0,0,98,,,,,,,,1,create,9,medium_block,,,,,,,,,,,,,False,False,5.57,76.37,3,sideway_left,False,False,13.82,1,jogging,7.13,7.47,0.34,8.94,12.0,13.49,15.19,1.7,43.56,40.5,-3.06,True,False,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,523,3,False,,,False,,,False,,,,,,,7.54,1,short,16.87,1,forward,6.46,1,short,11.34,1,forward,True,7,7,0,3,ahead,3,ahead,8.96,7.54,-13.39,27.66,1,wide_left,2,middle_third,False,-10.41,29.6,1,wide_left,2,middle_third,False,True,True,True,False,False,0.0006,0.9854,0.9552,True,14253,True,,,,,,,3,True,,,,True,True,,True,False
7_499,781,130560,14238,14253,23:37.8,23:39.3,23,37,1.5,1,2,right_to_left,7,passing_option,,,26649,H. Toffolo,3,LWB,61779,L. Colwill,4,LCB,309,Huddersfield,7.07,27.38,1,wide_left,2,middle_third,False,9.52,27.01,1,wide_left,2,middle_third,False,8_193,14238,,,,3,drawing,0,0,98,,,,,,,,1,create,9,medium_block,,,,,,,,,,,,,False,False,2.34,-8.59,1,forward,False,False,,,,3.38,1.61,-1.77,8.94,12.0,1.87,2.48,0.61,43.56,40.5,-3.06,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,523,3,False,,,False,,,True,1,through,3,last,1,through,20.57,2,medium,-3.79,1,forward,,,,,,,True,7,3,4,3,ahead,3,ahead,20.46,20.1,-13.39,27.66,1,wide_left,2,middle_third,False,-10.41,29.6,1,wide_left,2,middle_third,False,False,False,,False,False,0.0069,0.7458,0.7556,True,14245,True,,,,,,,3,True,,,,True,True,,,True
7_500,782,130560,14245,14253,23:38.5,23:39.3,23,38,0.8,1,2,right_to_left,7,passing_option,,,24580,L. O'Brien,12,LM,61779,L. Colwill,4,LCB,309,Huddersfield,-14.45,12.82,2,half_space_left,2,middle_third,False,-12.44,15.18,2,half_space_left,2,middle_third,False,8_193,14238,,,,3,drawing,0,0,98,,,,,,,,1,create,9,medium_block,,,,,,,,,,,,,False,False,3.1,49.58,3,sideway_left,False,False,13.94,1,jogging,6.52,6.38,-0.14,10.36,12.0,24.81,24.44,-0.37,42.14,40.5,-1.64,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,523,3,False,,,False,,,False,,,,,,,14.93,1,short,-98.01,4,sideway_right,,,,,,,False,7,8,-1,2,same_line,2,same_line,15.98,14.56,-12.27,28.65,1,wide_left,2,middle_third,False,-10.41,29.6,1,wide_left,2,middle_third,False,False,False,,False,False,0.0009,0.9823,0.8065,True,14251,False,,,,,,,3,True,,,,True,True,,,False
8_194,783,130560,14262,14271,23:40.2,23:41.1,23,40,0.9,1,2,right_to_left,8,player_possession,,,12271,D. Ward,19,CF,,,,,309,Huddersfield,-2.92,32.77,1,wide_left,2,middle_third,False,-2.13,32.58,1,wide_left,2,middle_third,False,,,,,,3,drawing,0,0,98,3,False,False,False,False,4,False,1,create,9,medium_block,1,create,9,medium_block,0,build_up,10,high_block,,,,,False,False,0.68,-13.52,1,forward,,,3.45,1,jogging,7.47,5.42,-2.04,13.74,15.32,16.66,17.45,0.79,38.76,37.18,-1.58,False,False,1,pass_reception,1,pass,False,True,False,False,False,False,False,11.34,1,forward,6.46,1,short,1,successful,7_501,False,24580,L. O'Brien,12,LM,-8.22,20.05,2,half_space_left,2,middle_third,False,-7.15,21.75,1,wide_left,2,middle_third,False,0.9963,False,0.0009,False,2,0,0,0,0,0,0,0,0,2,0,2,2,0,0,3,3,True,523,3,False,,,False,,,False,,,,,,,13.93,1,short,-115.92,4,sideway_right,14.1,1,short,-131.09,4,sideway_right,False,7,8,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,0,True,True,True,True,False
7_501,784,130560,14262,14271,23:40.2,23:41.1,23,40,0.9,1,2,right_to_left,7,passing_option,,,24580,L. O'Brien,12,LM,12271,D. Ward,19,CF,309,Huddersfield,-10.26,17.83,2,half_space_left,2,middle_third,False,-8.22,20.05,2,half_space_left,2,middle_third,False,8_194,14262,,,,3,drawing,0,0,98,,,,,,,,1,create,9,medium_block,,,,,,,,,,,,,False,False,2.73,47.42,3,sideway_left,False,False,12.04,1,jogging,6.71,9.63,2.92,13.74,15.32,24.0,23.54,-0.46,38.76,37.18,-1.58,True,True,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,523,3,False,,,False,,,False,,,,,,,13.93,1,short,-115.92,4,sideway_right,14.1,1,short,-131.09,4,sideway_right,False,7,8,-1,1,behind,1,behind,16.65,13.93,-2.92,32.77,1,wide_left,2,middle_third,False,-2.13,32.58,1,wide_left,2,middle_third,False,True,True,True,False,False,0.0009,0.9963,0.9534,True,14271,True,,,,,,,1,True,,,,True,True,,True,False
7_502,785,130560,14262,14271,23:40.2,23:41.1,23,40,0.9,1,2,right_to_left,7,passing_option,,,61779,L. Colwill,4,LCB,12271,D. Ward,19,CF,309,Huddersfield,-9.52,30.52,1,wide_left,2,middle_third,False,-10.1,30.93,1,wide_left,2,middle_third,False,8_194,14262,,,,3,drawing,0,0,98,,,,,,,,1,create,9,medium_block,,,,,,,,,,,,,False,False,0.68,144.74,2,backward,False,False,3.14,1,jogging,9.29,10.32,1.03,13.74,15.32,23.26,25.42,2.16,38.76,37.18,-1.58,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,523,3,False,,,False,,,False,,,,,,,7.94,1,short,-167.49,2,backward,,,,,,,False,7,8,-1,1,behind,1,behind,6.97,8.14,-2.92,32.77,1,wide_left,2,middle_third,False,-2.13,32.58,1,wide_left,2,middle_third,False,False,False,,False,False,0.0005,0.9909,0.8094,True,14270,True,,,,,,,1,True,,,,True,True,,,False
8_195,786,130560,14284,14308,23:42.4,23:44.8,23,42,2.4,1,2,right_to_left,8,player_possession,,,24580,L. O'Brien,12,LM,,,,,309,Huddersfield,-7.15,21.75,1,wide_left,2,middle_third,False,-0.67,15.24,2,half_space_left,2,middle_third,False,,,,,,3,drawing,0,0,98,4,False,True,True,False,4,False,1,create,9,medium_block,1,create,9,medium_block,0,build_up,10,high_block,,,3,free_kick_for,False,False,9.21,-45.13,4,sideway_right,False,True,13.73,1,jogging,9.63,3.67,-5.96,16.65,17.42,23.8,18.09,-5.71,35.85,35.08,-0.77,True,True,1,pass_reception,4,foul_suffered,False,False,True,False,False,False,False,-131.09,4,sideway_right,14.1,1,short,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0,0,0,0,1,0,0,2,0,1,1,0,1,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,8,0,True,True,True,,False
7_503,787,130560,14284,14288,23:42.4,23:42.8,23,42,0.4,1,2,right_to_left,7,passing_option,,,61779,L. Colwill,4,LCB,24580,L. O'Brien,12,LM,309,Huddersfield,-10.61,30.51,1,wide_left,2,middle_third,False,-10.67,30.15,1,wide_left,2,middle_third,False,8_195,14284,,,,3,drawing,0,0,98,,,,,,,,1,create,9,medium_block,,,,,,,,,,,,,False,False,0.34,-101.56,4,sideway_right,False,False,,,,8.52,8.03,-0.5,16.65,16.89,27.26,27.56,0.3,35.85,35.61,-0.24,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,523,3,False,,,False,,,False,,,,,,,9.42,1,short,111.55,3,sideway_left,,,,,,,False,8,8,0,1,behind,1,behind,9.42,9.46,-7.15,21.75,1,wide_left,2,middle_third,False,-6.87,21.49,1,wide_left,2,middle_third,False,False,False,,False,False,0.0004,0.9934,0.8124,True,14284,True,,,,,,,1,False,,,,True,True,,,True
7_504,788,130560,14292,14308,23:43.2,23:44.8,23,43,1.6,1,2,right_to_left,7,passing_option,,,17678,D. Sinani,20,RF,24580,L. O'Brien,12,LM,309,Huddersfield,4.25,1.98,3,center,2,middle_third,False,4.21,-4.88,3,center,2,middle_third,False,8_195,14284,1_88,8,run_ahead_of_the_ball,3,drawing,0,0,98,,,,,,,,1,create,9,medium_block,,,,,,,,,,,,,False,False,6.87,-90.33,4,sideway_right,False,False,15.39,2,running,6.26,8.2,1.94,17.05,17.42,12.8,13.21,0.41,35.45,35.08,-0.37,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,532,3,False,,,False,,,False,,,,,,,21.62,2,medium,-62.33,4,sideway_right,,,,,,,True,8,6,2,3,ahead,3,ahead,21.54,20.7,-6.26,20.78,1,wide_left,2,middle_third,False,-0.67,15.24,2,half_space_left,2,middle_third,False,False,False,,False,False,0.0045,0.7914,0.7768,True,14294,False,,,,,,,1,False,,,,True,True,,,False
1_88,789,130560,14293,14307,23:43.3,23:44.7,23,43,1.4,1,2,right_to_left,1,off_ball_run,8,run_ahead_of_the_ball,17678,D. Sinani,20,RF,24580,L. O'Brien,12,LM,309,Huddersfield,4.23,1.56,3,center,2,middle_third,False,4.17,-4.47,3,center,2,middle_third,False,8_195,14284,,,,3,drawing,0,0,98,,,,,,,,1,create,9,medium_block,,,,,,,,,,,,,False,False,6.03,-90.57,4,sideway_right,False,False,15.48,2,running,6.36,8.11,1.75,17.08,17.42,12.85,13.25,0.4,35.42,35.08,-0.34,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,ahead,3,ahead,21.59,20.78,-6.05,20.54,1,wide_left,2,middle_third,False,-1.16,15.61,2,half_space_left,2,middle_third,False,False,False,,False,False,0.0045,0.7914,0.7768,True,,False,0,False,,,,True,,,6,6,0,True,True,,,
